 ,SE0,SE1,SE1`,SE2,SE2`,SE3,SE3`,SE4,SE4`
Precision,0.3,0.3,0.3,0.3,0.3,0.8,0.8,0.8,0.8
Recall,0.3,0.3,0.3,0.3,0.3,0.8,0.8,0.8,0.8
F-Measure,0.3,0.3,0.3,0.3,0.3,0.8000000000000002,0.8000000000000002,0.8000000000000002,0.8000000000000002
MAP,0.6388888888888888,0.6388888888888888,0.6388888888888888,0.5333333333333333,0.5333333333333333,0.7198412698412698,0.7885912698412698,0.9085317460317459,0.7347222222222223
