 ,SE0,SE1,SE1`,SE2,SE2`,SE3,SE3`,SE4,SE4`
Precision,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.3
Recall,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
F-Measure,0.4615384615384615,0.4615384615384615,0.4615384615384615,0.4615384615384615,0.4615384615384615,0.30769230769230765,0.4615384615384615,0.4615384615384615,0.4615384615384615
MAP,0.7555555555555555,0.7555555555555555,0.8666666666666667,0.6805555555555555,0.611111111111111,0.75,0.6428571428571429,0.5777777777777777,0.5277777777777778
