 ,SE0,SE1,SE1`,SE2,SE2`,SE3,SE3`,SE4,SE4`
Precision,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Recall,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
F-Measure,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
MAP,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
