 ,SE0,SE1,SE1`,SE2,SE2`,SE3,SE3`,SE4,SE4`
Precision,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3
Recall,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5
F-Measure,0.25,0.25,0.25,0.25,0.25,0.37499999999999994,0.37499999999999994,0.37499999999999994,0.37499999999999994
MAP,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.8055555555555555,0.7555555555555555
