 ,SE0,SE1,SE1`,SE2,SE2`,SE3,SE3`,SE4,SE4`
Precision,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1
Recall,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5
F-Measure,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.16666666666666669,0.33333333333333337,0.16666666666666669
MAP,0.16666666666666666,0.2,0.16666666666666666,0.16666666666666666,0.2,0.3333333333333333,1.0,0.6111111111111112,1.0
