 ,SE0,SE1,SE1`,SE2,SE2`,SE3,SE3`,SE4,SE4`
Precision,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Recall,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
F-Measure,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333,0.5333333333333333
MAP,0.7260912698412698,0.7260912698412698,0.7260912698412698,0.7260912698412698,0.7260912698412698,0.7260912698412698,0.7260912698412698,0.7260912698412698,0.7260912698412698
