 ,SE0,SE1,SE1`,SE2,SE2`,SE3,SE3`,SE4,SE4`
Precision,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Recall,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
F-Measure,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666,0.26666666666666666
MAP,0.8333333333333333,0.8333333333333333,0.8333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.8333333333333333,0.75
