 ,SE0,SE1,SE1`,SE2,SE2`,SE3,SE3`,SE4,SE4`
Precision,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
Recall,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
F-Measure,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
MAP,0.9379251700680271,0.9379251700680271,0.9379251700680271,0.8736394557823128,0.8736394557823128,0.7375850340136055,0.6797619047619048,0.785374149659864,0.7590136054421769
