 ,SE0,SE1,SE1`,SE2,SE2`,SE3,SE3`,SE4,SE4`
Precision,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Recall,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
F-Measure,0.28571428571428575,0.28571428571428575,0.28571428571428575,0.28571428571428575,0.28571428571428575,0.28571428571428575,0.28571428571428575,0.28571428571428575,0.28571428571428575
MAP,0.5,0.5,0.5,0.45,0.45,0.41666666666666663,0.5,0.3333333333333333,0.30952380952380953
