 ,SE0,SE1,SE1`,SE2,SE2`,SE3,SE3`,SE4,SE4`
Precision,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Recall,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
F-Measure,0.4000000000000001,0.4000000000000001,0.4000000000000001,0.4000000000000001,0.4000000000000001,0.4000000000000001,0.4000000000000001,0.4000000000000001,0.4000000000000001
MAP,0.9166666666666666,0.8541666666666666,0.8541666666666666,0.775,0.775,0.8303571428571428,0.8303571428571428,0.75,0.69375
