 ,SE0,SE1,SE1`,SE2,SE2`,SE3,SE3`,SE4,SE4`
Precision,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Recall,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334
F-Measure,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625,0.625
MAP,0.9666666666666666,0.9666666666666666,1.0,0.9666666666666666,0.9666666666666666,0.9666666666666666,0.8766666666666666,0.9428571428571428,0.9028571428571428
