Search Engine,Precision,Recall,F-Measure,MAP
SE0,0.1,0.16666666666666666,0.125,0.5
SE1,0.1,0.16666666666666666,0.125,0.5
SE1`,0.1,0.16666666666666666,0.125,0.5
SE2,0.1,0.16666666666666666,0.125,0.5
SE2`,0.1,0.16666666666666666,0.125,0.5
SE3,0.2,0.3333333333333333,0.25,0.2111111111111111
SE3`,0.1,0.16666666666666666,0.125,0.25
SE4,0.1,0.16666666666666666,0.125,0.2
SE4`,0.1,0.16666666666666666,0.125,0.2
