Search Engine,Precision,Recall,F-Measure,MAP
SE0,0.7,0.7,0.7,0.9379251700680271
SE1,0.7,0.7,0.7,0.9379251700680271
SE1`,0.7,0.7,0.7,0.9379251700680271
SE2,0.7,0.7,0.7,0.8736394557823128
SE2`,0.7,0.7,0.7,0.8736394557823128
SE3,0.7,0.7,0.7,0.7375850340136055
SE3`,0.7,0.7,0.7,0.6797619047619048
SE4,0.7,0.7,0.7,0.785374149659864
SE4`,0.7,0.7,0.7,0.7590136054421769
