Search Engine,Precision,Recall,F-Measure,MAP
SE0,0.1,0.5,0.16666666666666669,0.16666666666666666
SE1,0.1,0.5,0.16666666666666669,0.2
SE1`,0.1,0.5,0.16666666666666669,0.16666666666666666
SE2,0.1,0.5,0.16666666666666669,0.16666666666666666
SE2`,0.1,0.5,0.16666666666666669,0.2
SE3,0.1,0.5,0.16666666666666669,0.3333333333333333
SE3`,0.1,0.5,0.16666666666666669,1.0
SE4,0.2,1.0,0.33333333333333337,0.6111111111111112
SE4`,0.1,0.5,0.16666666666666669,1.0
